2825459394
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-0.05,-1.2,-1.4,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.59,-0.1,-1.22,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-1.1,-1.2,-1.4,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-0.1,-1.24,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.15,-1.22,-1.42,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-0.1,-1.22,-1.4,-1.54
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.55,-1.12,-1.26,-1.42,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-0.1,-1.24,-1.44,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.2,-1.4,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.2,-1.42,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-1.06,-1.22,-1.42,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.65,-1.08,-1.24,-1.42,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-1.08,-1.24,-1.42,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-1.08,-1.24,-1.44,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.16,-1.4,-1.54
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-1.1,-1.26,-1.44,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.18,-1.4,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.22,-1.44,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-1.1,-1.24,-1.42,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.22,-1.44,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.22,-1.42,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.1,-1.24,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.22,-1.4,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-1.16,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.16,-1.42,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.22,-1.44,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.22,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.24,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.15,-1.24,-1.4,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.63,-1.2,-1.42,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.22,-1.42,-1.54
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.15,-1.32,-1.44,-1.54
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-1.14,-1.38,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.47,-1.22,-1.42,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.22,-1.42,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.22,-1.42,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0,-1.2,-1.44,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.2,-1.2,-1.42,-1.6
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.26,-1.42,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.15,-1.24,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-0.05,-1.22,-1.44,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-1.1,-1.32,-1.44,-1.54
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-1.12,-1.4,-1.56
